Gene stable ID,Gene stable ID version,Gene description,Gene name
ENSMUSG00000100474,ENSMUSG00000100474.1,predicted gene 29614 [Source:MGI Symbol;Acc:MGI:5580320],Gm29614
ENSMUSG00000100757,ENSMUSG00000100757.1,predicted gene 29613 [Source:MGI Symbol;Acc:MGI:5580319],Gm29613
ENSMUSG00000100606,ENSMUSG00000100606.1,predicted gene 29612 [Source:MGI Symbol;Acc:MGI:5580318],Gm29612
ENSMUSG00000101170,ENSMUSG00000101170.1,predicted gene 29343 [Source:MGI Symbol;Acc:MGI:5580049],Gm29343
ENSMUSG00000099355,ENSMUSG00000099355.1,predicted gene 29342 [Source:MGI Symbol;Acc:MGI:5580048],Gm29342
ENSMUSG00000100559,ENSMUSG00000100559.1,"predicted gene, 20803 [Source:MGI Symbol;Acc:MGI:5434159]",Gm20803
ENSMUSG00000099739,ENSMUSG00000099739.1,"predicted gene, 20804 [Source:MGI Symbol;Acc:MGI:5434160]",Gm20804
ENSMUSG00000100874,ENSMUSG00000100874.1,predicted gene 28598 [Source:MGI Symbol;Acc:MGI:5579304],Gm28598
ENSMUSG00000101689,ENSMUSG00000101689.1,predicted gene 28599 [Source:MGI Symbol;Acc:MGI:5579305],Gm28599
ENSMUSG00000101285,ENSMUSG00000101285.6,predicted gene 28600 [Source:MGI Symbol;Acc:MGI:5579306],Gm28600
ENSMUSG00000094821,ENSMUSG00000094821.7,"predicted gene, 21518 [Source:MGI Symbol;Acc:MGI:5434873]",Gm21518
ENSMUSG00000099626,ENSMUSG00000099626.1,predicted gene 28185 [Source:MGI Symbol;Acc:MGI:5578891],Gm28185
ENSMUSG00000102108,ENSMUSG00000102108.1,predicted gene 29037 [Source:MGI Symbol;Acc:MGI:5579743],Gm29037
ENSMUSG00000093950,ENSMUSG00000093950.2,"predicted gene, 20823 [Source:MGI Symbol;Acc:MGI:5434179]",Gm20823
ENSMUSG00000101323,ENSMUSG00000101323.1,"predicted gene, 21877 [Source:MGI Symbol;Acc:MGI:5434041]",Gm21877
ENSMUSG00000101326,ENSMUSG00000101326.6,predicted gene 28835 [Source:MGI Symbol;Acc:MGI:5579541],Gm28835
ENSMUSG00000101466,ENSMUSG00000101466.1,predicted gene 29548 [Source:MGI Symbol;Acc:MGI:5580254],Gm29548
ENSMUSG00000101614,ENSMUSG00000101614.1,predicted gene 29547 [Source:MGI Symbol;Acc:MGI:5580253],Gm29547
ENSMUSG00000100307,ENSMUSG00000100307.1,predicted gene 29546 [Source:MGI Symbol;Acc:MGI:5580252],Gm29546
ENSMUSG00000101882,ENSMUSG00000101882.1,predicted gene 29545 [Source:MGI Symbol;Acc:MGI:5580251],Gm29545
ENSMUSG00000099585,ENSMUSG00000099585.1,predicted gene 29544 [Source:MGI Symbol;Acc:MGI:5580250],Gm29544
ENSMUSG00000101182,ENSMUSG00000101182.1,predicted gene 29209 [Source:MGI Symbol;Acc:MGI:5579915],Gm29209
ENSMUSG00000101668,ENSMUSG00000101668.1,predicted gene 29549 [Source:MGI Symbol;Acc:MGI:5580255],Gm29549
ENSMUSG00000101998,ENSMUSG00000101998.1,"predicted gene, 21530 [Source:MGI Symbol;Acc:MGI:5434885]",Gm21530
ENSMUSG00000099975,ENSMUSG00000099975.1,"predicted gene, 21617 [Source:MGI Symbol;Acc:MGI:5434972]",Gm21617
ENSMUSG00000099783,ENSMUSG00000099783.1,predicted gene 28589 [Source:MGI Symbol;Acc:MGI:5579295],Gm28589
ENSMUSG00000101390,ENSMUSG00000101390.1,predicted gene 29420 [Source:MGI Symbol;Acc:MGI:5580126],Gm29420
ENSMUSG00000099699,ENSMUSG00000099699.1,predicted gene 29421 [Source:MGI Symbol;Acc:MGI:5580127],Gm29421
ENSMUSG00000100856,ENSMUSG00000100856.1,"predicted gene, 21627 [Source:MGI Symbol;Acc:MGI:5434982]",Gm21627
ENSMUSG00000101544,ENSMUSG00000101544.1,predicted gene 29422 [Source:MGI Symbol;Acc:MGI:5580128],Gm29422
ENSMUSG00000100159,ENSMUSG00000100159.1,predicted gene 28808 [Source:MGI Symbol;Acc:MGI:5579514],Gm28808
ENSMUSG00000101864,ENSMUSG00000101864.1,"predicted gene, 21634 [Source:MGI Symbol;Acc:MGI:5434989]",Gm21634
ENSMUSG00000100712,ENSMUSG00000100712.1,predicted gene 28446 [Source:MGI Symbol;Acc:MGI:5579152],Gm28446
ENSMUSG00000101119,ENSMUSG00000101119.1,predicted gene 29060 [Source:MGI Symbol;Acc:MGI:5579766],Gm29060
ENSMUSG00000099520,ENSMUSG00000099520.1,predicted gene 29061 [Source:MGI Symbol;Acc:MGI:5579767],Gm29061
ENSMUSG00000100520,ENSMUSG00000100520.1,"predicted gene, 20885 [Source:MGI Symbol;Acc:MGI:5434241]",Gm20885
ENSMUSG00000102107,ENSMUSG00000102107.1,predicted gene 29062 [Source:MGI Symbol;Acc:MGI:5579768],Gm29062
ENSMUSG00000101057,ENSMUSG00000101057.1,predicted gene 29057 [Source:MGI Symbol;Acc:MGI:5579763],Gm29057
ENSMUSG00000101125,ENSMUSG00000101125.1,predicted gene 29625 [Source:MGI Symbol;Acc:MGI:5580331],Gm29625
ENSMUSG00000101887,ENSMUSG00000101887.1,"predicted gene, 21654 [Source:MGI Symbol;Acc:MGI:5435009]",Gm21654
ENSMUSG00000100521,ENSMUSG00000100521.1,predicted gene 29058 [Source:MGI Symbol;Acc:MGI:5579764],Gm29058
ENSMUSG00000101790,ENSMUSG00000101790.1,predicted gene 29059 [Source:MGI Symbol;Acc:MGI:5579765],Gm29059
ENSMUSG00000100452,ENSMUSG00000100452.1,predicted gene 29628 [Source:MGI Symbol;Acc:MGI:5580334],Gm29628
ENSMUSG00000101403,ENSMUSG00000101403.1,"predicted gene, 20882 [Source:MGI Symbol;Acc:MGI:5434238]",Gm20882
ENSMUSG00000101830,ENSMUSG00000101830.1,"predicted gene, 20907 [Source:MGI Symbol;Acc:MGI:5434263]",Gm20907
ENSMUSG00000100322,ENSMUSG00000100322.6,predicted gene 29624 [Source:MGI Symbol;Acc:MGI:5580330],Gm29624
ENSMUSG00000099350,ENSMUSG00000099350.1,predicted gene 29623 [Source:MGI Symbol;Acc:MGI:5580329],Gm29623
ENSMUSG00000100329,ENSMUSG00000100329.1,predicted gene 29622 [Source:MGI Symbol;Acc:MGI:5580328],Gm29622
ENSMUSG00000099940,ENSMUSG00000099940.1,predicted gene 29265 [Source:MGI Symbol;Acc:MGI:5579971],Gm29265
ENSMUSG00000101766,ENSMUSG00000101766.1,"predicted gene, 20908 [Source:MGI Symbol;Acc:MGI:5434264]",Gm20908
ENSMUSG00000101530,ENSMUSG00000101530.1,predicted gene 29259 [Source:MGI Symbol;Acc:MGI:5579965],Gm29259
ENSMUSG00000100676,ENSMUSG00000100676.1,predicted gene 28860 [Source:MGI Symbol;Acc:MGI:5579566],Gm28860
ENSMUSG00000101539,ENSMUSG00000101539.1,predicted gene 28252 [Source:MGI Symbol;Acc:MGI:5578958],Gm28252
ENSMUSG00000100353,ENSMUSG00000100353.1,predicted gene 28859 [Source:MGI Symbol;Acc:MGI:5579565],Gm28859
ENSMUSG00000101022,ENSMUSG00000101022.1,"predicted gene, 20921 [Source:MGI Symbol;Acc:MGI:5434277]",Gm20921
ENSMUSG00000100165,ENSMUSG00000100165.1,predicted gene 28253 [Source:MGI Symbol;Acc:MGI:5578959],Gm28253
ENSMUSG00000100077,ENSMUSG00000100077.1,"predicted gene, 21826 [Source:MGI Symbol;Acc:MGI:5433990]",Gm21826
ENSMUSG00000101569,ENSMUSG00000101569.1,predicted gene 28254 [Source:MGI Symbol;Acc:MGI:5578960],Gm28254
ENSMUSG00000101184,ENSMUSG00000101184.1,predicted gene 28861 [Source:MGI Symbol;Acc:MGI:5579567],Gm28861
ENSMUSG00000099386,ENSMUSG00000099386.1,predicted gene 28255 [Source:MGI Symbol;Acc:MGI:5578961],Gm28255
ENSMUSG00000095103,ENSMUSG00000095103.2,"predicted gene, 21171 [Source:MGI Symbol;Acc:MGI:5434526]",Gm21171
ENSMUSG00000095785,ENSMUSG00000095785.2,"predicted gene, 20924 [Source:MGI Symbol;Acc:MGI:5434280]",Gm20924
ENSMUSG00000101982,ENSMUSG00000101982.6,predicted gene 28990 [Source:MGI Symbol;Acc:MGI:5579696],Gm28990
ENSMUSG00000099487,ENSMUSG00000099487.1,"predicted gene, 21848 [Source:MGI Symbol;Acc:MGI:5434012]",Gm21848
ENSMUSG00000101507,ENSMUSG00000101507.1,predicted gene 29457 [Source:MGI Symbol;Acc:MGI:5580163],Gm29457
ENSMUSG00000093993,ENSMUSG00000093993.7,"predicted gene, 20736 [Source:MGI Symbol;Acc:MGI:5434092]",Gm20736
ENSMUSG00000100956,ENSMUSG00000100956.1,predicted gene 28558 [Source:MGI Symbol;Acc:MGI:5579264],Gm28558
ENSMUSG00000100942,ENSMUSG00000100942.1,predicted gene 28560 [Source:MGI Symbol;Acc:MGI:5579266],Gm28560
ENSMUSG00000100333,ENSMUSG00000100333.1,predicted gene 28561 [Source:MGI Symbol;Acc:MGI:5579267],Gm28561
ENSMUSG00000100126,ENSMUSG00000100126.1,predicted gene 29584 [Source:MGI Symbol;Acc:MGI:5580290],Gm29584
ENSMUSG00000101679,ENSMUSG00000101679.1,"predicted gene, 20936 [Source:MGI Symbol;Acc:MGI:5434292]",Gm20936
ENSMUSG00000099434,ENSMUSG00000099434.1,"predicted gene, 20934 [Source:MGI Symbol;Acc:MGI:5434290]",Gm20934
ENSMUSG00000101177,ENSMUSG00000101177.6,predicted gene 29586 [Source:MGI Symbol;Acc:MGI:5580292],Gm29586
ENSMUSG00000100993,ENSMUSG00000100993.1,"predicted gene, 21895 [Source:MGI Symbol;Acc:MGI:5434059]",Gm21895
ENSMUSG00000099778,ENSMUSG00000099778.1,predicted gene 28134 [Source:MGI Symbol;Acc:MGI:5578840],Gm28134
ENSMUSG00000101512,ENSMUSG00000101512.1,predicted gene 28135 [Source:MGI Symbol;Acc:MGI:5578841],Gm28135
ENSMUSG00000100136,ENSMUSG00000100136.1,"predicted gene, 20933 [Source:MGI Symbol;Acc:MGI:5434289]",Gm20933
ENSMUSG00000101256,ENSMUSG00000101256.1,predicted gene 28133 [Source:MGI Symbol;Acc:MGI:5578839],Gm28133
ENSMUSG00000101758,ENSMUSG00000101758.1,predicted gene 28137 [Source:MGI Symbol;Acc:MGI:5578843],Gm28137
ENSMUSG00000099395,ENSMUSG00000099395.1,predicted gene 28138 [Source:MGI Symbol;Acc:MGI:5578844],Gm28138
ENSMUSG00000100982,ENSMUSG00000100982.1,"predicted gene, 21837 [Source:MGI Symbol;Acc:MGI:5434001]",Gm21837
ENSMUSG00000100988,ENSMUSG00000100988.6,predicted gene 28136 [Source:MGI Symbol;Acc:MGI:5578842],Gm28136
ENSMUSG00000099368,ENSMUSG00000099368.1,"predicted gene, 21910 [Source:MGI Symbol;Acc:MGI:5434074]",Gm21910
ENSMUSG00000101032,ENSMUSG00000101032.6,predicted gene 29377 [Source:MGI Symbol;Acc:MGI:5580083],Gm29377
ENSMUSG00000101010,ENSMUSG00000101010.1,"predicted gene, 21889 [Source:MGI Symbol;Acc:MGI:5434053]",Gm21889
ENSMUSG00000100447,ENSMUSG00000100447.1,predicted gene 29378 [Source:MGI Symbol;Acc:MGI:5580084],Gm29378
ENSMUSG00000100607,ENSMUSG00000100607.1,predicted gene 29379 [Source:MGI Symbol;Acc:MGI:5580085],Gm29379
ENSMUSG00000099829,ENSMUSG00000099829.1,predicted gene 29380 [Source:MGI Symbol;Acc:MGI:5580086],Gm29380
ENSMUSG00000101278,ENSMUSG00000101278.1,predicted gene 29381 [Source:MGI Symbol;Acc:MGI:5580087],Gm29381
ENSMUSG00000101442,ENSMUSG00000101442.1,predicted gene 28795 [Source:MGI Symbol;Acc:MGI:5579501],Gm28795
ENSMUSG00000096666,ENSMUSG00000096666.2,"predicted gene, 20852 [Source:MGI Symbol;Acc:MGI:5434208]",Gm20852
ENSMUSG00000100373,ENSMUSG00000100373.6,predicted gene 29003 [Source:MGI Symbol;Acc:MGI:5579709],Gm29003
ENSMUSG00000101202,ENSMUSG00000101202.6,predicted gene 28749 [Source:MGI Symbol;Acc:MGI:5579455],Gm28749
ENSMUSG00000102077,ENSMUSG00000102077.1,predicted gene 29001 [Source:MGI Symbol;Acc:MGI:5579707],Gm29001
ENSMUSG00000099852,ENSMUSG00000099852.1,predicted gene 29002 [Source:MGI Symbol;Acc:MGI:5579708],Gm29002
ENSMUSG00000095302,ENSMUSG00000095302.2,spermiogenesis specific transcript on the Y 2 [Source:MGI Symbol;Acc:MGI:1917259],Ssty2
ENSMUSG00000099570,ENSMUSG00000099570.6,predicted gene 29000 [Source:MGI Symbol;Acc:MGI:5579706],Gm29000
ENSMUSG00000100569,ENSMUSG00000100569.1,predicted gene 28646 [Source:MGI Symbol;Acc:MGI:5579352],Gm28646
ENSMUSG00000100809,ENSMUSG00000100809.1,predicted gene 28612 [Source:MGI Symbol;Acc:MGI:5579318],Gm28612
ENSMUSG00000099962,ENSMUSG00000099962.1,predicted gene 28613 [Source:MGI Symbol;Acc:MGI:5579319],Gm28613
ENSMUSG00000100547,ENSMUSG00000100547.1,predicted gene 28611 [Source:MGI Symbol;Acc:MGI:5579317],Gm28611
ENSMUSG00000099755,ENSMUSG00000099755.1,"predicted gene, 21114 [Source:MGI Symbol;Acc:MGI:5434469]",Gm21114
ENSMUSG00000101686,ENSMUSG00000101686.6,predicted gene 29633 [Source:MGI Symbol;Acc:MGI:5580339],Gm29633
ENSMUSG00000099457,ENSMUSG00000099457.1,"predicted gene, 21794 [Source:MGI Symbol;Acc:MGI:5433958]",Gm21794
ENSMUSG00000101313,ENSMUSG00000101313.1,predicted gene 29219 [Source:MGI Symbol;Acc:MGI:5579925],Gm29219
ENSMUSG00000100478,ENSMUSG00000100478.1,predicted gene 29632 [Source:MGI Symbol;Acc:MGI:5580338],Gm29632
ENSMUSG00000101083,ENSMUSG00000101083.1,predicted gene 29631 [Source:MGI Symbol;Acc:MGI:5580337],Gm29631
ENSMUSG00000102118,ENSMUSG00000102118.1,predicted gene 29637 [Source:MGI Symbol;Acc:MGI:5580343],Gm29637
ENSMUSG00000096881,ENSMUSG00000096881.2,"predicted gene, 20874 [Source:MGI Symbol;Acc:MGI:5434230]",Gm20874
ENSMUSG00000099716,ENSMUSG00000099716.1,predicted gene 29082 [Source:MGI Symbol;Acc:MGI:5579788],Gm29082
ENSMUSG00000101794,ENSMUSG00000101794.1,predicted gene 29217 [Source:MGI Symbol;Acc:MGI:5579923],Gm29217
ENSMUSG00000101529,ENSMUSG00000101529.1,predicted gene 29636 [Source:MGI Symbol;Acc:MGI:5580342],Gm29636
ENSMUSG00000099335,ENSMUSG00000099335.1,predicted gene 29635 [Source:MGI Symbol;Acc:MGI:5580341],Gm29635
ENSMUSG00000100897,ENSMUSG00000100897.1,predicted gene 29634 [Source:MGI Symbol;Acc:MGI:5580340],Gm29634
ENSMUSG00000101139,ENSMUSG00000101139.1,predicted gene 29639 [Source:MGI Symbol;Acc:MGI:5580345],Gm29639
ENSMUSG00000101164,ENSMUSG00000101164.6,predicted gene 29218 [Source:MGI Symbol;Acc:MGI:5579924],Gm29218
ENSMUSG00000101825,ENSMUSG00000101825.1,"predicted gene, 21806 [Source:MGI Symbol;Acc:MGI:5433970]",Gm21806
ENSMUSG00000099976,ENSMUSG00000099976.1,"predicted gene, 20935 [Source:MGI Symbol;Acc:MGI:5434291]",Gm20935
ENSMUSG00000099501,ENSMUSG00000099501.1,predicted gene 29662 [Source:MGI Symbol;Acc:MGI:5580368],Gm29662
ENSMUSG00000099991,ENSMUSG00000099991.1,predicted gene 29660 [Source:MGI Symbol;Acc:MGI:5580366],Gm29660
ENSMUSG00000101358,ENSMUSG00000101358.1,predicted gene 29661 [Source:MGI Symbol;Acc:MGI:5580367],Gm29661
ENSMUSG00000101816,ENSMUSG00000101816.1,predicted gene 29659 [Source:MGI Symbol;Acc:MGI:5580365],Gm29659
ENSMUSG00000096016,ENSMUSG00000096016.7,"predicted gene, 20937 [Source:MGI Symbol;Acc:MGI:5434293]",Gm20937
ENSMUSG00000101861,ENSMUSG00000101861.1,predicted gene 29450 [Source:MGI Symbol;Acc:MGI:5580156],Gm29450
ENSMUSG00000101598,ENSMUSG00000101598.1,predicted gene 29449 [Source:MGI Symbol;Acc:MGI:5580155],Gm29449
ENSMUSG00000100216,ENSMUSG00000100216.1,"predicted gene, 21867 [Source:MGI Symbol;Acc:MGI:5434031]",Gm21867
ENSMUSG00000099641,ENSMUSG00000099641.1,predicted gene 29448 [Source:MGI Symbol;Acc:MGI:5580154],Gm29448
ENSMUSG00000100271,ENSMUSG00000100271.1,"predicted gene, 21127 [Source:MGI Symbol;Acc:MGI:5434482]",Gm21127
ENSMUSG00000095634,ENSMUSG00000095634.2,"predicted gene, 20816 [Source:MGI Symbol;Acc:MGI:5434172]",Gm20816
ENSMUSG00000101393,ENSMUSG00000101393.1,predicted gene 29447 [Source:MGI Symbol;Acc:MGI:5580153],Gm29447
ENSMUSG00000100885,ENSMUSG00000100885.1,predicted gene 29446 [Source:MGI Symbol;Acc:MGI:5580152],Gm29446
ENSMUSG00000101120,ENSMUSG00000101120.1,predicted gene 29452 [Source:MGI Symbol;Acc:MGI:5580158],Gm29452
ENSMUSG00000101216,ENSMUSG00000101216.1,predicted gene 29451 [Source:MGI Symbol;Acc:MGI:5580157],Gm29451
ENSMUSG00000100032,ENSMUSG00000100032.1,"predicted gene, 20817 [Source:MGI Symbol;Acc:MGI:5434173]",Gm20817
ENSMUSG00000101080,ENSMUSG00000101080.1,predicted gene 28633 [Source:MGI Symbol;Acc:MGI:5579339],Gm28633
ENSMUSG00000100308,ENSMUSG00000100308.1,predicted gene 29410 [Source:MGI Symbol;Acc:MGI:5580116],Gm29410
ENSMUSG00000101106,ENSMUSG00000101106.6,predicted gene 28819 [Source:MGI Symbol;Acc:MGI:5579525],Gm28819
ENSMUSG00000102119,ENSMUSG00000102119.6,predicted gene 28462 [Source:MGI Symbol;Acc:MGI:5579168],Gm28462
ENSMUSG00000101147,ENSMUSG00000101147.1,"predicted gene, 20818 [Source:MGI Symbol;Acc:MGI:5434174]",Gm20818
ENSMUSG00000101143,ENSMUSG00000101143.1,"predicted gene, 21151 [Source:MGI Symbol;Acc:MGI:5434506]",Gm21151
ENSMUSG00000102005,ENSMUSG00000102005.6,predicted gene 29409 [Source:MGI Symbol;Acc:MGI:5580115],Gm29409
ENSMUSG00000101491,ENSMUSG00000101491.1,predicted gene 28632 [Source:MGI Symbol;Acc:MGI:5579338],Gm28632
ENSMUSG00000100624,ENSMUSG00000100624.1,predicted gene 28101 [Source:MGI Symbol;Acc:MGI:5578807],Gm28101
ENSMUSG00000102388,ENSMUSG00000102388.5,"predicted gene, 33815 [Source:MGI Symbol;Acc:MGI:5592974]",Gm33815
ENSMUSG00000102131,ENSMUSG00000102131.1,"predicted gene, 21160 [Source:MGI Symbol;Acc:MGI:5434515]",Gm21160
ENSMUSG00000094699,ENSMUSG00000094699.2,predicted gene 28637 [Source:MGI Symbol;Acc:MGI:5579343],Gm28637
ENSMUSG00000100659,ENSMUSG00000100659.1,predicted gene 28636 [Source:MGI Symbol;Acc:MGI:5579342],Gm28636
ENSMUSG00000101254,ENSMUSG00000101254.1,"predicted gene, 20932 [Source:MGI Symbol;Acc:MGI:5434288]",Gm20932
ENSMUSG00000100976,ENSMUSG00000100976.1,predicted gene 29134 [Source:MGI Symbol;Acc:MGI:5579840],Gm29134
ENSMUSG00000100489,ENSMUSG00000100489.1,predicted gene 28303 [Source:MGI Symbol;Acc:MGI:5579009],Gm28303
ENSMUSG00000101239,ENSMUSG00000101239.1,predicted gene 28304 [Source:MGI Symbol;Acc:MGI:5579010],Gm28304
ENSMUSG00000100971,ENSMUSG00000100971.1,predicted gene 28824 [Source:MGI Symbol;Acc:MGI:5579530],Gm28824
ENSMUSG00000099555,ENSMUSG00000099555.1,predicted gene 28081 [Source:MGI Symbol;Acc:MGI:5578787],Gm28081
ENSMUSG00000101369,ENSMUSG00000101369.1,predicted gene 28080 [Source:MGI Symbol;Acc:MGI:5578786],Gm28080
ENSMUSG00000101096,ENSMUSG00000101096.1,"predicted gene, 21524 [Source:MGI Symbol;Acc:MGI:5434879]",Gm21524
ENSMUSG00000099550,ENSMUSG00000099550.6,predicted gene 28079 [Source:MGI Symbol;Acc:MGI:5578785],Gm28079
ENSMUSG00000102065,ENSMUSG00000102065.1,predicted gene 28302 [Source:MGI Symbol;Acc:MGI:5579008],Gm28302
ENSMUSG00000100278,ENSMUSG00000100278.1,predicted gene 28082 [Source:MGI Symbol;Acc:MGI:5578788],Gm28082
ENSMUSG00000100692,ENSMUSG00000100692.1,"predicted gene, 21672 [Source:MGI Symbol;Acc:MGI:5435027]",Gm21672
ENSMUSG00000094052,ENSMUSG00000094052.2,"predicted gene, 21118 [Source:MGI Symbol;Acc:MGI:5434473]",Gm21118
ENSMUSG00000099530,ENSMUSG00000099530.1,predicted gene 29644 [Source:MGI Symbol;Acc:MGI:5580350],Gm29644
ENSMUSG00000101725,ENSMUSG00000101725.6,predicted gene 29423 [Source:MGI Symbol;Acc:MGI:5580129],Gm29423
ENSMUSG00000099948,ENSMUSG00000099948.1,predicted gene 29424 [Source:MGI Symbol;Acc:MGI:5580130],Gm29424
ENSMUSG00000104442,ENSMUSG00000104442.1,RIKEN cDNA 4932431L22 gene [Source:MGI Symbol;Acc:MGI:3588255],4932431L22Rik
ENSMUSG00000101440,ENSMUSG00000101440.1,predicted gene 29425 [Source:MGI Symbol;Acc:MGI:5580131],Gm29425
ENSMUSG00000094616,ENSMUSG00000094616.7,"predicted gene, 20888 [Source:MGI Symbol;Acc:MGI:5434244]",Gm20888
ENSMUSG00000100653,ENSMUSG00000100653.1,predicted gene 28238 [Source:MGI Symbol;Acc:MGI:5578944],Gm28238
ENSMUSG00000101421,ENSMUSG00000101421.1,predicted gene 28433 [Source:MGI Symbol;Acc:MGI:5579139],Gm28433
ENSMUSG00000101706,ENSMUSG00000101706.1,predicted gene 28431 [Source:MGI Symbol;Acc:MGI:5579137],Gm28431
ENSMUSG00000101627,ENSMUSG00000101627.1,predicted gene 28432 [Source:MGI Symbol;Acc:MGI:5579138],Gm28432
ENSMUSG00000101852,ENSMUSG00000101852.1,"predicted gene, 20886 [Source:MGI Symbol;Acc:MGI:5434242]",Gm20886
ENSMUSG00000099438,ENSMUSG00000099438.1,"predicted gene, 21808 [Source:MGI Symbol;Acc:MGI:5433972]",Gm21808
ENSMUSG00000101786,ENSMUSG00000101786.6,predicted gene 28840 [Source:MGI Symbol;Acc:MGI:5579546],Gm28840
ENSMUSG00000099806,ENSMUSG00000099806.1,predicted gene 28841 [Source:MGI Symbol;Acc:MGI:5579547],Gm28841
ENSMUSG00000099704,ENSMUSG00000099704.1,predicted gene 28842 [Source:MGI Symbol;Acc:MGI:5579548],Gm28842
ENSMUSG00000101383,ENSMUSG00000101383.1,predicted gene 28843 [Source:MGI Symbol;Acc:MGI:5579549],Gm28843
ENSMUSG00000099914,ENSMUSG00000099914.1,predicted gene 28837 [Source:MGI Symbol;Acc:MGI:5579543],Gm28837
ENSMUSG00000099369,ENSMUSG00000099369.1,predicted gene 28838 [Source:MGI Symbol;Acc:MGI:5579544],Gm28838
ENSMUSG00000101893,ENSMUSG00000101893.1,predicted gene 28839 [Source:MGI Symbol;Acc:MGI:5579545],Gm28839
ENSMUSG00000100442,ENSMUSG00000100442.1,"predicted gene, 20866 [Source:MGI Symbol;Acc:MGI:5434222]",Gm20866
ENSMUSG00000101518,ENSMUSG00000101518.1,"predicted gene, 20868 [Source:MGI Symbol;Acc:MGI:5434224]",Gm20868
ENSMUSG00000101374,ENSMUSG00000101374.6,predicted gene 28844 [Source:MGI Symbol;Acc:MGI:5579550],Gm28844
ENSMUSG00000101255,ENSMUSG00000101255.1,"predicted gene, 21841 [Source:MGI Symbol;Acc:MGI:5434005]",Gm21841
ENSMUSG00000101713,ENSMUSG00000101713.1,predicted gene 28668 [Source:MGI Symbol;Acc:MGI:5579374],Gm28668
ENSMUSG00000099531,ENSMUSG00000099531.1,"predicted gene, 20869 [Source:MGI Symbol;Acc:MGI:5434225]",Gm20869
ENSMUSG00000100008,ENSMUSG00000100008.1,predicted gene 28481 [Source:MGI Symbol;Acc:MGI:5579187],Gm28481
ENSMUSG00000101134,ENSMUSG00000101134.1,predicted gene 28482 [Source:MGI Symbol;Acc:MGI:5579188],Gm28482
ENSMUSG00000100537,ENSMUSG00000100537.1,predicted gene 28485 [Source:MGI Symbol;Acc:MGI:5579191],Gm28485
ENSMUSG00000100535,ENSMUSG00000100535.1,"predicted gene, 20870 [Source:MGI Symbol;Acc:MGI:5434226]",Gm20870
ENSMUSG00000099738,ENSMUSG00000099738.1,predicted gene 28483 [Source:MGI Symbol;Acc:MGI:5579189],Gm28483
ENSMUSG00000101988,ENSMUSG00000101988.1,predicted gene 28484 [Source:MGI Symbol;Acc:MGI:5579190],Gm28484
ENSMUSG00000101336,ENSMUSG00000101336.1,predicted gene 28480 [Source:MGI Symbol;Acc:MGI:5579186],Gm28480
ENSMUSG00000101593,ENSMUSG00000101593.1,"predicted gene, 20842 [Source:MGI Symbol;Acc:MGI:5434198]",Gm20842
ENSMUSG00000101444,ENSMUSG00000101444.6,predicted gene 29179 [Source:MGI Symbol;Acc:MGI:5579885],Gm29179
ENSMUSG00000099733,ENSMUSG00000099733.1,"predicted gene, 21880 [Source:MGI Symbol;Acc:MGI:5434044]",Gm21880
ENSMUSG00000101339,ENSMUSG00000101339.1,predicted gene 29180 [Source:MGI Symbol;Acc:MGI:5579886],Gm29180
ENSMUSG00000099731,ENSMUSG00000099731.1,predicted gene 29181 [Source:MGI Symbol;Acc:MGI:5579887],Gm29181
ENSMUSG00000096902,ENSMUSG00000096902.7,"predicted gene, 20843 [Source:MGI Symbol;Acc:MGI:5434199]",Gm20843
ENSMUSG00000100694,ENSMUSG00000100694.1,predicted gene 29182 [Source:MGI Symbol;Acc:MGI:5579888],Gm29182
ENSMUSG00000101844,ENSMUSG00000101844.1,"predicted gene, 20844 [Source:MGI Symbol;Acc:MGI:5434200]",Gm20844
ENSMUSG00000100898,ENSMUSG00000100898.6,predicted gene 29178 [Source:MGI Symbol;Acc:MGI:5579884],Gm29178
ENSMUSG00000101857,ENSMUSG00000101857.1,"predicted gene, 21757 [Source:MGI Symbol;Acc:MGI:5433921]",Gm21757
ENSMUSG00000101836,ENSMUSG00000101836.1,predicted gene 28968 [Source:MGI Symbol;Acc:MGI:5579674],Gm28968
ENSMUSG00000102008,ENSMUSG00000102008.1,predicted gene 28495 [Source:MGI Symbol;Acc:MGI:5579201],Gm28495
ENSMUSG00000100869,ENSMUSG00000100869.1,"predicted gene, 20846 [Source:MGI Symbol;Acc:MGI:5434202]",Gm20846
ENSMUSG00000101277,ENSMUSG00000101277.1,"predicted gene, 20847 [Source:MGI Symbol;Acc:MGI:5434203]",Gm20847
ENSMUSG00000099371,ENSMUSG00000099371.1,"predicted gene, 20848 [Source:MGI Symbol;Acc:MGI:5434204]",Gm20848
ENSMUSG00000102129,ENSMUSG00000102129.6,predicted gene 28969 [Source:MGI Symbol;Acc:MGI:5579675],Gm28969
ENSMUSG00000100359,ENSMUSG00000100359.1,"predicted gene, 21766 [Source:MGI Symbol;Acc:MGI:5433930]",Gm21766
ENSMUSG00000099495,ENSMUSG00000099495.1,"predicted gene, 20800 [Source:MGI Symbol;Acc:MGI:5434156]",Gm20800
ENSMUSG00000101747,ENSMUSG00000101747.1,"predicted gene, 21683 [Source:MGI Symbol;Acc:MGI:5435038]",Gm21683
